Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,1,Domestic Medium Hair,Female,White,No Color,Small,Medium,No,No,Healthy,0,10,Yes
Dog,18,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No
Cat,3,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,20,0,Yes
Cat,6,Domestic Medium Hair,Male,Gray,White,Medium,Medium,Yes,Yes,Healthy,120,5,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,14,Yes
Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,6,Yes
Cat,6,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,48,Shih Tzu,Male,Black,No Color,Small,Medium,Yes,No,Healthy,0,0,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,1,3,Yes
Cat,3,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,3,Yes
Dog,53,Mixed Breed,Male,White,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,No
Cat,1,American Shorthair,Male,Black,White,Small,Short,No,No,Healthy,0,1,No
Cat,7,Domestic Long Hair,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,15,No
Cat,4,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,3,Yes
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,4,Yes
Dog,48,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,No
Cat,2,Bengal,Female,Gray,White,Small,Short,No,No,Healthy,0,5,Yes
Dog,1,Doberman Pinscher,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,7,Yes
Cat,3,Domestic Short Hair,Female,Cream,Gray,Medium,Short,Yes,Yes,Healthy,100,1,No
Dog,7,Belgian Shepherd Laekenois,Female,Brown,No Color,Large,Medium,Yes,No,Healthy,0,1,Yes
Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,No
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,6,Yes
Cat,3,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,3,Yes
Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
Dog,12,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Yes,Healthy,150,3,No
Dog,2,0,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes
Dog,3,Jack Russell Terrier (Parson Russell Terrier),Female,Black,White,Small,Medium,Not Sure,No,Healthy,0,1,No
Dog,25,Schnauzer,Male,Gray,White,Medium,Long,Yes,No,Healthy,100,2,Yes
Cat,14,Domestic Short Hair,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Cat,1,Domestic Short Hair,Female,Brown,Gray,Small,Short,Not Sure,No,Healthy,30,1,No
Dog,10,Labrador Retriever,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,5,Yes
Cat,12,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,150,1,Yes
Dog,84,Golden Retriever,Male,Brown,Cream,Medium,Medium,Yes,Yes,Minor Injury,0,1,No
Cat,3,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,0,1,Yes
Dog,6,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,4,No
Dog,8,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,10,Yes
Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
Cat,18,Domestic Medium Hair,Female,Cream,White,Medium,Short,No,No,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,2,No
Cat,36,Domestic Short Hair,Female,Black,Gray,Medium,Medium,No,Yes,Healthy,0,4,No
Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Not Sure,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Male,Brown,No Color,Small,Short,No,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Large,Short,No,No,Healthy,50,9,Yes
Cat,18,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No
Dog,4,Shepherd,Male,Black,Brown,Large,Medium,No,No,Healthy,0,12,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes
Dog,8,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes
Cat,3,Tabby,Male,Golden,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,1,No
Cat,3,Domestic Short Hair,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes
Cat,3,Domestic Long Hair,Male,Black,No Color,Medium,Long,Yes,No,Healthy,100,2,Yes
Cat,12,Domestic Short Hair,Female,Brown,No Color,Small,Short,No,No,Healthy,0,5,Yes
Dog,72,German Shepherd Dog,Female,Black,Brown,Large,Long,Yes,No,Healthy,0,4,Yes
Cat,3,Tabby,Female,Black,Brown,Small,Short,Yes,No,Healthy,0,4,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes
Dog,4,Mixed Breed,Female,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,3,No
Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,Yes,Minor Injury,0,5,Yes
Cat,12,Tabby,Male,Golden,Cream,Medium,Short,No,Yes,Healthy,100,10,Yes
Dog,36,Terrier,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,2,Yes
Cat,2,Persian,Female,Black,Brown,Medium,Long,No,No,Healthy,100,5,Yes
Dog,4,Mixed Breed,Female,White,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,5,Corgi,Male,Black,White,Small,Medium,Yes,No,Healthy,0,10,Yes
Cat,12,Domestic Medium Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,2,Yes
Cat,5,Domestic Short Hair,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes
Dog,48,Pit Bull Terrier,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,4,No
Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,3,No
Dog,5,Mixed Breed,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,3,No
Cat,4,Domestic Short Hair,Female,Brown,White,Small,Short,Not Sure,No,Healthy,0,7,Yes
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,No
Cat,4,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,5,Yes
Cat,5,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
Cat,3,Domestic Short Hair,Male,Yellow,No Color,Small,Short,Yes,No,Healthy,0,6,Yes
Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,4,Yes
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes
Dog,12,Mixed Breed,Female,Brown,Yellow,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Cat,4,Oriental Tabby,Female,Brown,Yellow,Small,Short,No,No,Minor Injury,0,1,Yes
Dog,5,Mixed Breed,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,0,0,No
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,No
Dog,2,Shar Pei,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,4,Yes
Dog,3,Schnauzer,Male,Gray,White,Small,Medium,Yes,No,Healthy,0,5,Yes
Cat,17,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,No
Dog,8,Poodle,Female,Brown,No Color,Small,Short,Yes,Not Sure,Healthy,0,1,Yes
Cat,5,Domestic Short Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,12,Husky,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,150,5,Yes
Dog,5,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,100,5,No
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,3,Yes
Dog,24,Mixed Breed,Female,Black,No Color,Small,Short,Not Sure,Not Sure,Minor Injury,0,1,Yes
Dog,5,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,5,Yes
Dog,36,Schnauzer,Female,Gray,White,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,24,Mixed Breed,Female,Yellow,No Color,Large,Long,No,No,Healthy,0,2,No
Cat,9,Domestic Long Hair,Male,Black,White,Medium,Long,No,No,Minor Injury,0,2,No
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,12,No
Cat,10,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,23,Yes
Dog,12,Poodle,Male,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,7,Yes
Dog,48,Jack Russell Terrier,Female,Cream,No Color,Small,Short,Yes,Yes,Healthy,0,1,Yes
Cat,24,Persian,Male,Black,Brown,Medium,Long,Yes,No,Healthy,0,1,Yes
Dog,76,Beagle,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
Cat,30,American Shorthair,Female,Gray,White,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,1,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,48,Mixed Breed,Female,Golden,No Color,Medium,Long,Yes,Yes,Healthy,0,1,Yes
Dog,12,Mixed Breed,Female,White,No Color,Medium,Long,Yes,Yes,Healthy,0,2,No
Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes
Cat,18,Domestic Short Hair,Male,Golden,White,Small,Short,Yes,Not Sure,Healthy,0,7,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No
Cat,132,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Cat,16,Domestic Short Hair,Male,White,No Color,Large,Medium,Yes,Yes,Healthy,0,0,No
Dog,84,Miniature Pinscher,Male,Brown,Golden,Small,Short,Not Sure,Not Sure,Healthy,0,1,No
Dog,48,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No
Cat,12,Domestic Long Hair,Male,Golden,No Color,Medium,Long,Yes,Not Sure,Healthy,0,5,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes
Dog,72,Golden Retriever,Female,Golden,Cream,Large,Long,Yes,Yes,Healthy,0,0,No
Cat,3,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
Dog,60,Terrier,Female,Brown,White,Small,Medium,Yes,Not Sure,Healthy,0,4,Yes
Cat,2,Siamese,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,5,Yes
Cat,1,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,0,4,No
Dog,7,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,No
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes
Cat,6,Manx,Female,Brown,White,Small,Short,No,No,Serious Injury,0,4,No
Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,3,Yes
Dog,3,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,No,Healthy,0,3,Yes
Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes
Dog,4,Labrador Retriever,Female,Black,Cream,Medium,Medium,Yes,No,Healthy,0,2,Yes
Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,500,6,Yes
Cat,2,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Minor Injury,0,2,Yes
Dog,24,Mixed Breed,Female,Brown,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,3,No
Dog,12,Mixed Breed,Female,Black,No Color,Small,Medium,Not Sure,No,Healthy,0,0,No
Cat,3,Persian,Male,Brown,White,Small,Medium,No,No,Healthy,200,1,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,8,Yes
Cat,2,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,200,5,Yes
Dog,12,Mixed Breed,Male,Golden,No Color,Small,Short,Yes,Yes,Healthy,0,5,No
Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,2,Yes
Dog,72,Miniature Pinscher,Male,Brown,No Color,Small,Short,Yes,No,Minor Injury,0,4,No
Cat,2,Domestic Short Hair,Male,Gray,White,Small,Short,Not Sure,Not Sure,Healthy,0,3,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,100,2,Yes
Dog,36,Boxer,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,0,10,Yes
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes
Cat,11,Domestic Short Hair,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,100,6,No
Dog,3,Mixed Breed,Male,Black,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,2,No
Cat,60,Bengal,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,200,2,Yes
Cat,1,Domestic Medium Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,10,No
Cat,6,Domestic Short Hair,Female,Golden,Yellow,Large,Short,Yes,No,Healthy,0,3,Yes
Cat,3,Tabby,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,Yes
Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Medium,No,Not Sure,Healthy,0,1,No
Cat,2,Bengal,Male,Golden,White,Small,Short,No,No,Healthy,0,3,Yes
Cat,5,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,24,Dachshund,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,200,2,Yes
Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,3,No
Cat,4,Domestic Short Hair,Male,Black,Cream,Medium,Medium,Yes,No,Healthy,0,3,Yes
Cat,2,Domestic Medium Hair,Female,Golden,White,Medium,Medium,No,No,Healthy,50,2,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,3,Yes
Cat,6,Domestic Medium Hair,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Cat,12,Tabby,Male,Golden,No Color,Large,Short,Yes,Yes,Healthy,50,4,No
Dog,11,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,2,No
Dog,36,Terrier,Female,Brown,White,Medium,Medium,No,Yes,Healthy,0,7,No
Cat,12,Domestic Short Hair,Female,Gray,White,Medium,Short,Not Sure,Yes,Healthy,0,5,Yes
Cat,8,Siamese,Female,Brown,Gray,Small,Short,Not Sure,Not Sure,Healthy,0,2,No
Cat,24,Domestic Short Hair,Female,Cream,No Color,Small,Short,Yes,Not Sure,Healthy,0,2,Yes
Cat,1,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,100,6,Yes
Dog,3,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,1,2,Yes
Dog,3,Mixed Breed,Female,Black,Yellow,Medium,Medium,Yes,No,Healthy,0,8,No
Dog,12,Mixed Breed,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Healthy,0,3,Yes
Dog,8,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,9,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,0,Yes
Cat,2,Domestic Long Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,50,7,Yes
Cat,12,Tabby,Male,Golden,Cream,Medium,Short,Yes,Yes,Healthy,0,3,No
Dog,6,Labrador Retriever,Female,Black,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,4,Yes
Cat,0,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,60,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,7,Yes
Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,No
Cat,2,Domestic Long Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,No
Dog,24,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,200,3,No
Cat,10,Domestic Short Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,1,No
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
Cat,1,Persian,Male,Black,White,Large,Long,No,No,Healthy,50,3,Yes
Dog,60,Dachshund,Male,Brown,No Color,Small,Long,Yes,Yes,Healthy,150,2,Yes
Cat,1,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,No,Healthy,15,5,Yes
Cat,4,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,100,5,Yes
Cat,5,Domestic Short Hair,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,150,13,No
Dog,7,Mixed Breed,Female,Yellow,White,Medium,Short,Yes,Yes,Healthy,100,10,No
Dog,36,Mixed Breed,Female,Black,Brown,Large,Short,Not Sure,Yes,Healthy,0,0,No
Cat,2,Domestic Medium Hair,Male,Black,White,Medium,Short,Yes,Not Sure,Healthy,0,1,Yes
Cat,2,Siamese,Male,Brown,Cream,Medium,Short,No,No,Healthy,100,5,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,Yes
Cat,1,Domestic Short Hair,Female,White,No Color,Small,Medium,No,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Cat,4,American Shorthair,Female,Cream,White,Small,Medium,Yes,No,Healthy,80,13,Yes
Cat,3,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,1,Yes
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,2,No
Dog,60,Shih Tzu,Female,Black,Brown,Small,Medium,Not Sure,Not Sure,Minor Injury,100,3,No
Cat,5,Domestic Short Hair,Female,Cream,No Color,Large,Short,Yes,No,Healthy,0,5,Yes
Cat,2,Domestic Medium Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,1,Yes
Cat,2,Manx,Female,Black,White,Medium,Short,No,No,Healthy,0,7,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,6,Yes
Cat,14,Tabby,Male,Golden,No Color,Large,Short,No,Yes,Healthy,0,5,Yes
Cat,1,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,3,Yes
Cat,8,Domestic Short Hair,Female,Gray,White,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes
Dog,3,Mixed Breed,Female,Black,No Color,Small,Short,Yes,No,Healthy,100,2,No
Dog,8,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,5,No
Cat,6,Domestic Medium Hair,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,30,3,No
Cat,1,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,1,Yes
Cat,1,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,2,Yes
Cat,18,Domestic Short Hair,Male,White,No Color,Medium,Short,No,Yes,Healthy,0,1,No
Dog,60,Beagle,Male,Black,Brown,Medium,Medium,No,No,Minor Injury,0,5,Yes
Dog,12,Mixed Breed,Male,Cream,No Color,Medium,Short,No,No,Healthy,0,3,No
Dog,6,Golden Retriever,Female,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,100,1,Yes
Cat,2,Siamese,Female,Black,Yellow,Small,Medium,No,No,Healthy,0,3,Yes
Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,2,German Shepherd Dog,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,24,Labrador Retriever,Male,Black,White,Large,Medium,Yes,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Male,White,No Color,Medium,Medium,No,No,Healthy,0,3,Yes
Cat,4,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,6,Yes
Dog,36,Chihuahua,Female,Brown,White,Small,Short,Yes,Not Sure,Healthy,250,6,Yes
Cat,12,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,7,Yes
Dog,84,Mixed Breed,Female,Gray,No Color,Small,Short,Yes,Yes,Healthy,0,1,Yes
Dog,7,Golden Retriever,Female,Brown,No Color,Large,Long,Yes,No,Healthy,500,1,Yes
Cat,2,Snowshoe,Female,Black,White,Medium,Short,No,No,Healthy,50,5,Yes
Cat,1,Domestic Short Hair,Female,Yellow,Cream,Medium,Short,No,No,Healthy,0,3,Yes
Cat,3,Domestic Long Hair,Female,Black,Brown,Small,Medium,No,No,Healthy,0,2,No
Dog,1,Mixed Breed,Female,Black,No Color,Medium,Long,Yes,No,Healthy,0,3,Yes
Cat,5,Domestic Short Hair,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,1,Yes
Dog,3,Mixed Breed,Male,Cream,No Color,Medium,Medium,No,No,Healthy,0,2,No
Dog,2,Rat Terrier,Male,Black,White,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,6,No
Dog,9,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,2,No
Dog,4,Mixed Breed,Male,Brown,No Color,Large,Medium,Yes,No,Healthy,0,5,Yes
Dog,96,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,2,No
Cat,72,Tiger,Male,Brown,Golden,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
Cat,46,Domestic Short Hair,Female,Brown,Golden,Large,Short,No,No,Healthy,0,5,Yes
Dog,2,Mixed Breed,Female,Cream,White,Medium,Short,No,No,Healthy,0,5,Yes
Dog,1,Mixed Breed,Female,Golden,Cream,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,5,Yes
Cat,2,Manx,Female,Gray,No Color,Medium,Medium,Yes,No,Healthy,100,4,No
Cat,2,Domestic Short Hair,Male,White,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Cat,2,Domestic Short Hair,Male,Golden,White,Small,Short,Yes,No,Healthy,0,2,Yes
Dog,8,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,No,Healthy,0,4,Yes
Cat,2,Domestic Short Hair,Female,Golden,Yellow,Medium,Short,No,No,Healthy,0,4,Yes
Dog,48,Terrier,Male,Brown,Cream,Medium,Long,Yes,Yes,Healthy,0,3,No
Cat,1,Tabby,Female,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes
Dog,2,Mixed Breed,Female,Brown,Gray,Medium,Short,No,Yes,Healthy,0,8,No
Cat,6,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,6,Yes
Cat,0,Tabby,Male,Cream,Gray,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Cat,2,Domestic Medium Hair,Male,Brown,Cream,Medium,Medium,Yes,No,Healthy,50,11,Yes
Cat,9,Tabby,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,3,Yes
Cat,3,Siamese,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes
Dog,4,Mixed Breed,Female,Golden,Yellow,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes
Cat,4,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Minor Injury,0,2,Yes
Cat,3,Domestic Short Hair,Male,Brown,Yellow,Medium,Short,No,No,Healthy,0,5,Yes
Dog,2,Mixed Breed,Male,Black,White,Large,Short,No,Not Sure,Healthy,0,1,No
Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,50,5,Yes
Cat,2,Domestic Medium Hair,Male,Golden,No Color,Medium,Medium,No,No,Healthy,150,4,Yes
Cat,10,Tabby,Female,Black,White,Small,Medium,Yes,Yes,Healthy,0,1,Yes
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,Yes
Dog,15,Chihuahua,Male,Black,Cream,Small,Medium,Yes,No,Healthy,200,3,Yes
Cat,5,Domestic Long Hair,Male,Yellow,No Color,Medium,Medium,No,No,Healthy,0,2,Yes
