session_id,session_duration_seconds,pages_viewed,items_in_cart,cart_total_value,unique_categories_viewed,has_discount_code,is_returning_customer,device_type,traffic_source,hour_of_day,day_of_week,previous_purchases_count,avg_time_per_page_seconds,added_to_wishlist,used_search,converted
CART_00304,627,2,4,354.07,6,1,0,desktop,organic,5,6,0,313.5,0,0,0
CART_00305,232,27,1,128.09,2,0,1,mobile,paid,13,5,5,8.59,0,0,0
CART_00306,384,2,1,29.44,3,0,1,mobile,paid,8,3,44,192.0,0,1,1
CART_00307,1495,21,3,309.74,5,1,0,mobile,organic,2,2,0,71.19,0,1,0
CART_00308,1703,13,3,261.65,5,1,1,mobile,organic,23,3,44,131.0,1,1,0
CART_00309,1795,26,1,161.35,3,0,0,mobile,paid,17,1,0,69.04,0,1,0
CART_00310,1506,24,1,49.66,3,1,1,mobile,paid,4,1,39,62.75,0,0,1
CART_00311,1763,2,3,325.81,5,0,0,mobile,organic,2,2,0,881.5,0,1,1
CART_00312,603,4,1,123.15,3,1,0,mobile,organic,10,4,0,150.75,1,1,0
CART_00313,29,6,4,692.71,3,1,0,mobile,paid,13,2,0,4.83,0,0,0
CART_00314,1149,16,2,285.67,1,1,1,mobile,paid,4,4,47,71.81,0,0,1
CART_00315,83,21,5,775.91,5,0,0,desktop,direct,1,4,0,3.95,0,1,1
CART_00316,1601,29,1,79.76,3,0,0,mobile,direct,16,0,0,55.21,0,1,0
CART_00317,1570,6,4,465.26,5,1,0,desktop,direct,18,5,0,261.67,1,0,0
CART_00318,561,3,1,95.46,3,1,1,mobile,organic,11,3,47,187.0,0,1,1
CART_00319,1317,17,1,131.12,3,0,0,mobile,email,5,3,0,77.47,0,1,0
CART_00320,1077,8,1,175.49,3,0,1,desktop,organic,15,4,42,134.62,0,1,1
CART_00321,402,5,2,122.67,2,0,0,mobile,organic,7,3,0,80.4,0,1,0
CART_00322,861,27,1,41.61,1,1,0,mobile,paid,4,5,0,31.89,1,0,0
CART_00323,1247,13,5,501.23,5,0,0,mobile,organic,9,0,0,95.92,0,0,0
CART_00324,1647,5,1,82.78,3,0,0,mobile,paid,8,1,0,329.4,1,0,0
CART_00325,434,1,1,36.82,3,0,1,desktop,organic,4,4,30,434.0,0,1,1
CART_00326,210,4,3,294.15,4,0,0,desktop,organic,0,6,0,52.5,0,1,0
CART_00327,1007,26,3,257.33,4,0,0,mobile,email,22,4,0,38.73,0,0,1
CART_00328,856,18,1,113.72,3,1,1,desktop,email,18,4,31,47.56,0,0,1
CART_00329,1354,14,2,65.17,4,0,1,mobile,direct,11,4,42,96.71,0,1,1
CART_00330,1165,12,3,283.82,5,0,0,desktop,paid,22,3,0,97.08,0,0,0
CART_00331,225,6,2,260.77,2,0,0,desktop,direct,19,5,0,37.5,0,0,0
CART_00332,1249,30,1,38.98,3,1,1,tablet,organic,19,0,25,41.63,0,1,0
CART_00333,1604,2,1,173.98,2,0,0,mobile,direct,21,6,0,802.0,0,1,0
CART_00334,509,12,2,252.43,4,1,1,mobile,direct,12,2,39,42.42,1,0,1
CART_00335,602,18,3,499.99,5,0,0,mobile,organic,8,1,0,33.44,0,1,0
CART_00336,1050,3,2,65.13,3,0,1,desktop,organic,8,4,26,350.0,1,1,0
CART_00337,715,25,2,284.09,4,0,0,desktop,email,15,0,0,28.6,0,0,1
CART_00338,1117,17,1,172.65,1,0,1,desktop,organic,12,5,15,65.71,0,1,0
CART_00339,394,9,1,162.56,3,0,1,tablet,paid,6,1,36,43.78,0,1,0
CART_00340,1615,5,1,117.07,1,1,0,mobile,organic,15,4,0,323.0,1,0,1
CART_00341,1196,29,1,67.04,3,0,0,tablet,direct,8,3,0,41.24,0,0,0
CART_00342,731,17,2,208.45,4,0,0,mobile,direct,3,5,0,43.0,0,1,0
CART_00343,1785,20,2,137.39,3,1,1,mobile,organic,19,2,1,89.25,0,1,1
CART_00344,943,9,1,155.96,2,0,0,mobile,direct,3,5,0,104.78,0,0,0
CART_00345,1670,16,4,547.44,1,1,1,desktop,organic,20,4,28,104.38,0,0,1
CART_00346,354,23,2,161.47,1,1,1,mobile,paid,3,3,32,15.39,0,0,0
CART_00347,739,4,1,18.27,3,0,1,desktop,email,20,4,24,184.75,1,0,1
CART_00348,180,29,2,273.05,4,0,0,mobile,direct,5,5,0,6.21,0,0,0
CART_00349,487,11,5,140.27,3,0,1,desktop,paid,20,3,41,44.27,0,1,1
CART_00350,362,14,2,348.62,2,0,0,desktop,organic,8,5,0,25.86,1,1,0
CART_00351,73,2,6,558.45,4,0,1,mobile,organic,19,1,11,36.5,0,1,1
CART_00352,288,5,3,264.36,5,0,0,mobile,organic,10,6,0,57.6,1,0,0
CART_00353,1124,23,2,349.95,2,0,0,mobile,organic,18,3,0,48.87,0,0,0
CART_00354,650,15,2,295.55,3,0,0,mobile,organic,16,6,0,43.33,1,1,0
CART_00355,633,16,5,856.24,1,0,1,mobile,organic,0,4,19,39.56,0,0,1
CART_00356,1716,13,1,136.62,3,1,0,desktop,organic,16,6,0,132.0,1,0,0
CART_00357,865,9,2,205.54,2,0,0,desktop,organic,20,3,0,96.11,1,1,0
CART_00358,400,1,1,175.0,1,0,1,mobile,organic,0,1,40,400.0,1,1,1
CART_00359,1447,15,3,538.99,1,0,1,mobile,organic,1,2,14,96.47,0,0,0
CART_00360,269,1,1,77.96,3,1,1,mobile,email,23,0,31,269.0,0,1,1
CART_00361,681,10,1,79.21,2,0,0,mobile,direct,16,0,0,68.1,1,0,0
CART_00362,503,4,4,203.74,6,0,0,mobile,email,18,0,0,125.75,1,0,0
CART_00363,203,25,3,121.72,2,1,1,desktop,direct,20,0,3,8.12,1,0,1
CART_00364,1634,18,1,53.39,3,0,0,desktop,direct,6,0,0,90.78,0,1,0
CART_00365,1447,18,3,321.72,4,1,1,mobile,organic,23,3,9,80.39,1,1,1
CART_00366,1698,10,1,40.58,3,0,0,tablet,paid,16,3,0,169.8,0,0,0
CART_00367,1368,3,2,135.83,4,0,0,desktop,organic,17,1,0,456.0,1,0,0
CART_00368,385,5,3,66.67,1,1,1,mobile,organic,18,5,42,77.0,0,1,1
CART_00369,1490,20,1,75.45,1,1,0,mobile,direct,2,3,0,74.5,0,0,0
CART_00370,1706,2,4,584.2,5,0,1,desktop,email,9,0,36,853.0,1,1,0
CART_00371,1365,17,2,92.52,2,0,0,mobile,direct,17,3,0,80.29,0,0,0
CART_00372,361,4,3,256.4,2,0,0,desktop,direct,17,4,0,90.25,0,0,0
CART_00373,901,21,4,332.15,6,0,1,desktop,email,12,6,21,42.9,0,1,1
CART_00374,602,2,6,90.19,5,1,0,mobile,paid,0,2,0,301.0,1,0,0
CART_00375,1067,18,3,181.6,5,0,1,mobile,direct,14,2,21,59.28,0,1,1
CART_00376,465,19,1,109.13,3,1,1,mobile,organic,15,6,38,24.47,0,1,0
CART_00377,1200,26,2,42.33,4,1,0,desktop,organic,11,6,0,46.15,1,0,0
CART_00378,43,30,3,465.49,5,0,0,mobile,direct,1,2,0,1.43,0,1,0
CART_00379,1561,15,3,538.7,5,0,1,desktop,organic,12,1,33,104.07,1,1,1
CART_00380,1604,14,1,80.76,3,1,1,desktop,paid,15,3,37,114.57,1,0,0
CART_00381,682,14,1,58.93,3,0,1,tablet,paid,13,2,40,48.71,1,0,0
CART_00382,1664,27,1,72.7,3,0,1,desktop,direct,7,1,39,61.63,0,0,0
CART_00383,322,30,1,171.58,3,1,1,desktop,organic,14,3,47,10.73,0,1,1
CART_00384,1514,20,3,316.66,2,0,1,mobile,paid,21,4,35,75.7,0,1,1
CART_00385,156,1,1,91.72,3,0,1,mobile,direct,11,6,19,156.0,0,0,1
CART_00386,666,29,2,264.2,4,0,1,mobile,email,16,3,42,22.97,0,1,1
CART_00387,341,24,1,95.84,1,0,0,mobile,email,7,4,0,14.21,0,0,1
CART_00388,593,18,4,79.45,2,1,1,desktop,email,2,5,17,32.94,0,0,1
CART_00389,893,5,1,54.66,3,0,0,desktop,paid,6,5,0,178.6,0,1,0
CART_00390,296,17,1,131.35,3,0,0,desktop,email,18,1,0,17.41,0,1,1
CART_00391,80,24,1,160.14,3,0,0,tablet,organic,14,5,0,3.33,0,1,0
CART_00392,73,6,3,97.85,5,0,0,tablet,organic,19,1,0,12.17,0,0,1
CART_00393,1350,23,2,229.55,3,1,1,desktop,paid,5,1,6,58.7,0,1,1
CART_00394,435,22,6,310.33,2,1,0,tablet,email,19,3,0,19.77,0,0,0
CART_00395,799,27,3,345.93,5,0,0,desktop,paid,19,4,0,29.59,0,0,0
CART_00396,523,2,2,302.91,4,0,0,desktop,paid,12,4,0,261.5,0,1,0
CART_00397,964,10,5,713.28,2,0,0,mobile,paid,16,1,0,96.4,0,1,0
CART_00398,1445,29,1,111.6,3,1,0,mobile,paid,5,3,0,49.83,0,1,0
CART_00399,1477,30,1,129.13,2,0,0,mobile,paid,14,5,0,49.23,1,1,0
CART_00400,1147,13,2,343.42,4,1,0,mobile,direct,21,6,0,88.23,1,1,1
CART_00401,933,25,2,132.14,3,0,0,mobile,direct,6,0,0,37.32,1,1,0
CART_00402,507,16,4,461.27,2,0,1,mobile,paid,2,4,30,31.69,0,1,1
CART_00403,323,6,4,197.04,1,0,1,mobile,paid,21,4,36,53.83,1,0,0
CART_00404,1373,20,1,125.89,3,0,1,mobile,paid,14,5,6,68.65,0,0,0
CART_00405,1573,3,1,77.52,3,0,0,mobile,organic,3,5,0,524.33,1,1,0
CART_00406,1308,24,2,66.07,4,0,1,mobile,direct,22,2,27,54.5,0,0,1
CART_00407,1172,20,2,335.94,4,0,0,mobile,paid,5,4,0,58.6,0,1,0
CART_00408,444,28,2,68.92,4,0,1,mobile,organic,17,6,13,15.86,0,1,1
CART_00409,683,18,1,64.55,1,1,1,desktop,organic,18,4,13,37.94,0,1,0
CART_00410,1652,16,5,470.26,1,0,0,mobile,direct,17,2,0,103.25,0,0,0
CART_00411,666,22,2,216.43,4,0,0,tablet,organic,11,0,0,30.27,1,0,0
CART_00412,817,20,2,84.77,2,0,1,mobile,organic,22,6,2,40.85,0,0,1
CART_00413,462,10,1,151.86,3,0,1,mobile,email,6,0,27,46.2,1,0,1
CART_00414,1092,28,1,94.77,3,0,1,tablet,organic,16,5,31,39.0,1,0,0
CART_00415,110,30,2,31.36,4,0,1,mobile,direct,1,0,3,3.67,0,1,1
CART_00416,430,11,1,162.2,2,0,0,mobile,paid,21,0,0,39.09,0,0,0
CART_00417,1145,12,2,98.17,3,0,1,mobile,paid,18,1,8,95.42,0,0,1
CART_00418,236,2,1,164.04,3,1,1,mobile,organic,19,4,22,118.0,0,1,1
CART_00419,1393,25,1,47.69,3,1,0,mobile,organic,18,1,0,55.72,0,0,1
CART_00420,973,25,1,121.33,3,1,0,desktop,organic,19,2,0,38.92,0,0,0
CART_00421,81,16,4,274.34,1,0,1,tablet,organic,5,2,45,5.06,0,1,0
CART_00422,1158,11,4,585.86,6,1,0,mobile,organic,18,3,0,105.27,0,1,1
CART_00423,902,19,1,149.3,3,0,1,tablet,organic,5,5,11,47.47,0,0,0
CART_00424,1156,11,1,113.35,1,0,0,desktop,direct,2,4,0,105.09,1,0,0
CART_00425,465,3,2,247.85,2,0,0,desktop,organic,0,6,0,155.0,0,0,1
CART_00426,668,29,2,97.87,3,0,1,mobile,paid,13,5,35,23.03,0,1,0
CART_00427,622,28,2,309.72,1,0,1,desktop,paid,22,4,6,22.21,0,1,0
CART_00428,1477,11,3,240.16,4,0,1,desktop,organic,5,3,19,134.27,0,1,1
CART_00429,1392,28,2,125.2,2,1,0,desktop,organic,23,3,0,49.71,1,1,0
CART_00430,1635,29,4,627.7,6,0,0,mobile,organic,16,3,0,56.38,0,1,0
CART_00431,1516,28,2,220.72,2,0,0,mobile,organic,18,2,0,54.14,0,0,1
CART_00432,1515,5,2,257.86,4,0,1,desktop,organic,8,3,31,303.0,0,0,1
CART_00433,179,22,2,249.03,4,0,0,desktop,organic,1,2,0,8.14,0,1,0
CART_00434,623,26,3,253.4,3,1,1,mobile,paid,9,5,30,23.96,0,0,0
CART_00435,1530,26,1,178.41,3,1,1,mobile,organic,2,6,41,58.85,0,1,0
CART_00436,1231,6,1,33.41,3,1,1,mobile,email,8,6,40,205.17,0,0,0
CART_00437,1239,5,1,28.93,2,0,0,desktop,email,12,1,0,247.8,0,1,0
CART_00438,1567,9,4,95.86,1,1,0,mobile,paid,15,5,0,174.11,0,1,0
CART_00439,910,17,1,58.33,1,0,0,mobile,direct,10,4,0,53.53,0,1,0
CART_00440,578,28,2,332.95,3,0,1,desktop,email,18,3,35,20.64,0,1,1
CART_00441,1433,22,3,302.38,2,0,0,mobile,direct,2,0,0,65.14,1,1,0
CART_00442,68,2,3,169.69,5,1,0,desktop,organic,6,4,0,34.0,0,0,0
CART_00443,1346,29,1,123.31,3,0,0,mobile,email,5,2,0,46.41,1,1,0
CART_00444,1387,23,10,1419.44,3,0,0,mobile,paid,1,3,0,60.3,0,1,0
CART_00445,430,30,1,26.45,3,0,0,mobile,direct,17,6,0,14.33,0,1,0
CART_00446,1190,3,1,20.75,3,0,0,mobile,paid,4,5,0,396.67,0,0,0
CART_00447,27,19,3,492.79,5,0,0,desktop,organic,12,6,0,1.42,0,1,0
CART_00448,1007,25,1,128.73,1,0,0,mobile,organic,21,2,0,40.28,0,1,0
CART_00449,1742,3,2,347.11,4,0,0,tablet,organic,17,0,0,580.67,0,1,0
CART_00450,193,16,1,128.66,3,0,0,mobile,organic,0,5,0,12.06,1,1,0
CART_00451,1682,27,1,103.1,3,0,1,mobile,paid,10,6,25,62.3,1,1,0
CART_00452,1118,28,2,340.23,2,0,0,mobile,direct,23,1,0,39.93,0,1,0
CART_00453,649,2,1,43.42,1,0,1,mobile,direct,3,0,40,324.5,1,0,0
CART_00454,1409,24,2,297.8,4,0,0,mobile,direct,4,2,0,58.71,0,0,0
CART_00455,1571,5,1,34.92,3,1,0,desktop,paid,7,4,0,314.2,0,1,1
CART_00456,34,1,1,95.35,2,0,1,desktop,direct,9,3,41,34.0,0,0,0
CART_00457,863,15,1,59.71,2,0,0,mobile,organic,5,5,0,57.53,0,1,0
CART_00458,413,8,1,15.75,1,0,0,desktop,direct,17,4,0,51.62,0,0,1
CART_00459,1748,22,1,146.44,3,0,0,desktop,organic,1,5,0,79.45,1,0,0
CART_00460,127,24,3,66.44,5,1,1,mobile,direct,3,0,17,5.29,0,1,1
CART_00461,491,11,1,126.68,1,0,0,desktop,organic,6,3,0,44.64,1,0,0
CART_00462,384,15,1,168.1,3,0,1,mobile,email,11,2,38,25.6,0,1,1
CART_00463,370,14,1,91.81,3,1,1,desktop,organic,20,4,45,26.43,0,1,0
CART_00464,463,28,2,202.18,4,0,0,desktop,organic,13,5,0,16.54,0,1,0
CART_00465,30,19,2,79.16,4,0,1,desktop,email,16,0,28,1.58,1,1,1
CART_00466,1439,1,1,107.15,3,0,1,desktop,paid,7,5,45,1439.0,1,1,0
CART_00467,951,1,4,553.21,4,0,1,mobile,direct,11,5,43,951.0,0,1,1
CART_00468,627,2,5,349.65,4,0,0,desktop,organic,18,6,0,313.5,0,0,0
CART_00469,1401,30,6,599.59,3,0,0,desktop,organic,19,0,0,46.7,1,1,0
CART_00470,508,11,3,113.51,5,1,1,desktop,paid,18,6,36,46.18,0,0,0
CART_00471,587,14,5,490.44,1,1,1,desktop,organic,16,6,48,41.93,0,1,1
CART_00472,1398,26,1,117.46,3,0,0,desktop,paid,14,0,0,53.77,0,1,1
CART_00473,323,23,1,60.53,3,1,0,mobile,email,0,2,0,14.04,1,0,0
CART_00474,617,1,2,273.44,2,1,0,tablet,paid,16,5,0,617.0,0,1,1
CART_00475,1744,17,2,249.73,4,0,0,desktop,direct,9,1,0,102.59,0,1,0
CART_00476,360,15,1,73.26,3,0,1,tablet,direct,5,6,24,24.0,0,1,1
CART_00477,279,19,1,178.97,3,0,0,desktop,organic,1,5,0,14.68,1,0,0
CART_00478,848,1,2,70.09,4,0,1,mobile,email,4,0,24,848.0,0,0,0
CART_00479,1194,25,1,162.84,3,1,0,mobile,paid,14,2,0,47.76,0,0,0
CART_00480,1284,13,2,131.67,2,0,0,tablet,organic,20,1,0,98.77,1,1,0
CART_00481,198,22,2,177.0,4,0,1,mobile,organic,16,0,50,9.0,0,0,0
CART_00482,739,12,1,17.01,3,0,1,desktop,paid,23,3,10,61.58,0,1,0
CART_00483,868,24,3,489.37,2,0,0,mobile,organic,9,3,0,36.17,0,1,0
CART_00484,858,1,2,154.0,4,0,0,mobile,email,22,4,0,858.0,0,0,0
CART_00485,1729,10,2,301.52,4,0,1,desktop,organic,0,6,12,172.9,0,1,1
CART_00486,387,14,3,486.88,4,0,1,desktop,paid,8,3,41,27.64,0,1,0
CART_00487,994,22,2,115.11,4,0,1,mobile,paid,0,6,48,45.18,0,0,1
CART_00488,578,2,3,221.91,3,0,0,mobile,paid,9,2,0,289.0,0,1,0
CART_00489,362,25,1,30.59,3,0,0,mobile,direct,9,2,0,14.48,0,0,0
CART_00490,596,17,4,68.51,3,0,0,mobile,paid,5,0,0,35.06,0,0,1
CART_00491,1752,17,2,257.59,4,0,0,desktop,direct,13,3,0,103.06,0,0,0
CART_00492,925,27,1,74.82,3,0,1,tablet,paid,9,0,9,34.26,0,1,0
CART_00493,180,5,1,35.68,3,0,1,desktop,organic,15,6,9,36.0,0,1,1
CART_00494,108,9,1,34.62,1,0,1,desktop,paid,3,4,3,12.0,1,1,1
CART_00495,1207,9,1,154.57,3,0,0,mobile,organic,19,1,0,134.11,0,0,0
CART_00496,1564,6,3,522.31,5,1,1,desktop,paid,16,6,38,260.67,0,0,0
CART_00497,888,13,1,152.73,2,0,1,mobile,direct,10,0,38,68.31,0,0,1
CART_00498,691,3,1,134.15,3,1,0,mobile,organic,9,5,0,230.33,0,0,0
CART_00499,1742,3,4,184.6,4,0,0,desktop,organic,21,3,0,580.67,0,1,0
CART_00500,228,19,1,81.1,3,0,1,desktop,organic,6,2,34,12.0,0,1,1
CART_00501,1481,25,2,194.71,4,0,0,mobile,organic,12,2,0,59.24,0,0,0
CART_00502,270,4,1,141.72,3,0,0,mobile,paid,0,0,0,67.5,0,0,0
CART_00503,332,11,1,114.76,3,0,0,mobile,organic,16,6,0,30.18,1,1,0
CART_00504,1780,26,2,209.0,4,0,0,mobile,paid,13,0,0,68.46,0,1,0
CART_00505,640,25,1,123.8,3,1,1,mobile,organic,12,3,25,25.6,0,1,0
CART_00506,1769,18,2,185.04,2,0,0,mobile,paid,12,4,0,98.28,0,1,0
CART_00507,734,12,2,72.31,4,0,0,mobile,organic,12,0,0,61.17,0,0,0
CART_00508,1233,10,1,53.71,1,0,0,mobile,organic,10,1,0,123.3,1,1,1
CART_00509,1445,1,2,168.99,4,0,1,desktop,paid,12,2,30,1445.0,0,1,0
CART_00510,1386,25,1,97.96,3,1,0,mobile,direct,6,3,0,55.44,0,0,0
CART_00511,1194,10,1,58.75,3,0,0,mobile,email,22,6,0,119.4,0,0,0
CART_00512,1649,12,2,170.94,1,0,0,mobile,paid,13,5,0,137.42,0,0,0
CART_00513,58,29,3,316.04,5,0,1,mobile,paid,6,5,26,2.0,0,0,0
CART_00514,908,25,2,232.76,4,0,0,mobile,email,14,1,0,36.32,1,1,1
CART_00515,151,30,2,313.86,4,1,0,desktop,direct,20,1,0,5.03,0,0,1
CART_00516,655,27,1,55.52,3,0,0,mobile,organic,1,1,0,24.26,0,1,1
CART_00517,1499,2,2,242.62,4,0,1,desktop,organic,10,4,17,749.5,1,0,1
CART_00518,1503,27,5,402.44,2,1,1,desktop,direct,3,4,27,55.67,0,1,1
CART_00519,270,20,2,59.78,3,0,0,desktop,paid,23,5,0,13.5,0,1,1
CART_00520,1787,9,7,612.59,5,1,0,mobile,organic,3,2,0,198.56,0,0,0
CART_00521,1485,16,3,116.73,3,0,0,mobile,organic,19,0,0,92.81,1,0,0
CART_00522,807,18,3,163.64,3,0,0,tablet,direct,21,0,0,44.83,0,0,0
CART_00523,636,9,1,176.37,1,0,1,mobile,email,5,3,29,70.67,0,1,0
CART_00524,1616,27,1,157.96,3,0,0,desktop,paid,22,3,0,59.85,0,0,0
CART_00525,1513,20,2,146.11,4,0,0,desktop,direct,1,5,0,75.65,0,1,0
CART_00526,1199,11,2,237.34,1,1,0,desktop,organic,20,6,0,109.0,0,0,1
CART_00527,553,5,2,318.26,2,0,0,mobile,email,6,0,0,110.6,0,0,0
CART_00528,1163,30,1,171.44,3,0,1,tablet,email,14,1,25,38.77,0,1,1
CART_00529,368,12,2,79.25,4,1,0,mobile,paid,14,6,0,30.67,0,1,0
CART_00530,1032,24,4,235.69,4,1,1,mobile,email,9,5,46,43.0,0,0,1
CART_00531,943,20,1,58.2,2,0,0,mobile,organic,0,3,0,47.15,0,1,1
CART_00532,544,20,1,84.84,1,1,1,mobile,organic,7,3,45,27.2,1,1,0
CART_00533,30,2,2,276.92,3,0,0,tablet,email,21,2,0,15.0,0,0,1
CART_00534,978,11,1,96.32,2,1,0,mobile,organic,8,0,0,88.91,0,1,1
CART_00535,599,14,1,74.5,3,0,0,mobile,email,10,3,0,42.79,0,1,0
CART_00536,921,26,4,493.9,1,1,1,desktop,organic,15,2,32,35.42,1,1,1
CART_00537,1168,23,2,175.7,4,0,0,mobile,email,4,0,0,50.78,1,0,0
CART_00538,1378,29,2,120.02,4,1,1,mobile,organic,18,1,19,47.52,0,1,1
CART_00539,269,22,1,61.91,3,0,1,mobile,organic,10,1,50,12.23,0,1,1
CART_00540,31,22,2,118.88,3,0,0,desktop,paid,10,5,0,1.41,0,0,0
CART_00541,681,10,4,589.03,1,0,0,desktop,organic,2,3,0,68.1,0,0,0
CART_00542,844,25,4,167.54,3,0,1,desktop,organic,9,3,50,33.76,0,1,0
CART_00543,1724,4,2,148.48,3,0,0,tablet,email,15,2,0,431.0,0,0,0
CART_00544,210,14,2,173.25,1,0,0,desktop,direct,20,5,0,15.0,0,0,0
CART_00545,1661,3,1,92.26,3,0,0,mobile,paid,9,6,0,553.67,0,0,0
CART_00546,890,17,5,498.57,4,1,0,desktop,paid,8,2,0,52.35,0,0,1
CART_00547,824,27,2,289.44,1,1,1,mobile,direct,18,5,33,30.52,0,1,1
CART_00548,452,6,7,1111.4,2,1,0,desktop,organic,21,0,0,75.33,0,1,1
CART_00549,1367,28,2,258.3,4,0,1,mobile,organic,19,2,26,48.82,0,0,0
CART_00550,249,7,1,37.29,1,0,0,desktop,direct,15,5,0,35.57,1,1,1
CART_00551,990,5,1,142.0,3,1,1,desktop,paid,22,3,41,198.0,1,1,0
CART_00552,822,27,1,108.96,1,0,0,desktop,paid,13,3,0,30.44,1,0,0
CART_00553,1071,16,1,95.44,3,0,0,desktop,paid,15,1,0,66.94,0,0,0
CART_00554,989,14,1,162.32,1,0,0,mobile,organic,22,3,0,70.64,0,1,1
CART_00555,714,22,2,223.93,4,0,1,mobile,paid,9,5,13,32.45,0,1,0
CART_00556,1749,26,3,439.01,2,0,0,desktop,direct,21,3,0,67.27,0,0,1
CART_00557,448,8,6,578.79,5,1,1,mobile,direct,11,5,39,56.0,1,0,1
CART_00558,484,20,1,86.05,1,0,0,desktop,organic,11,6,0,24.2,0,0,1
CART_00559,233,22,3,300.12,5,1,0,mobile,organic,3,0,0,10.59,0,0,0
CART_00560,1310,6,2,197.41,1,0,0,desktop,organic,9,5,0,218.33,0,1,0
CART_00561,271,5,2,140.42,2,0,0,desktop,organic,7,6,0,54.2,0,0,0
CART_00562,1381,21,3,250.43,2,1,1,mobile,organic,7,1,33,65.76,0,1,0
CART_00563,80,12,4,584.44,4,1,0,mobile,paid,2,0,0,6.67,1,0,0
CART_00564,1333,30,1,21.12,2,0,0,desktop,paid,22,6,0,44.43,1,0,0
CART_00565,1497,10,3,319.04,5,0,0,mobile,paid,16,4,0,149.7,0,0,0
CART_00566,925,21,2,290.15,4,0,0,mobile,organic,6,2,0,44.05,0,0,1
CART_00567,601,18,4,403.51,2,1,0,mobile,direct,20,1,0,33.39,0,1,1
CART_00568,1054,14,4,260.6,1,0,0,mobile,organic,16,2,0,75.29,0,1,1
CART_00569,503,11,2,31.72,4,0,0,tablet,paid,20,5,0,45.73,0,0,0
CART_00570,306,22,3,398.85,5,0,0,mobile,organic,16,4,0,13.91,0,1,1
CART_00571,147,3,2,165.98,4,0,0,mobile,organic,11,5,0,49.0,0,1,0
CART_00572,921,14,1,97.31,3,0,0,mobile,organic,5,1,0,65.79,0,0,0
CART_00573,455,23,2,204.62,4,0,0,mobile,email,11,0,0,19.78,0,0,0
CART_00574,644,12,1,40.3,3,0,0,mobile,paid,4,6,0,53.67,0,0,0
CART_00575,1141,4,4,382.6,3,1,1,desktop,organic,9,4,20,285.25,1,1,1
CART_00576,1323,17,2,281.44,4,0,1,mobile,direct,23,2,25,77.82,0,1,1
CART_00577,1393,2,5,354.67,4,0,0,desktop,organic,22,0,0,696.5,0,0,0
CART_00578,1287,7,1,107.29,3,0,0,desktop,paid,6,6,0,183.86,1,0,0
CART_00579,441,26,1,18.13,2,0,0,mobile,email,2,6,0,16.96,0,0,0
CART_00580,69,14,1,87.11,3,0,1,mobile,email,3,4,38,4.93,0,1,1
CART_00581,1278,2,6,761.82,3,1,1,desktop,organic,3,2,17,639.0,0,1,1
CART_00582,1560,8,5,117.8,5,0,0,mobile,email,12,0,0,195.0,0,0,1
CART_00583,58,29,2,107.13,3,0,1,mobile,paid,17,5,36,2.0,0,1,0
CART_00584,784,5,2,288.35,4,0,1,mobile,direct,13,4,27,156.8,0,1,1
CART_00585,1007,2,3,127.85,3,0,1,tablet,paid,11,6,30,503.5,0,1,0
CART_00586,203,10,3,323.73,4,0,0,mobile,organic,8,3,0,20.3,0,0,1
CART_00587,1469,25,6,718.82,4,0,0,desktop,email,6,3,0,58.76,0,1,0
CART_00588,1397,1,2,31.41,2,0,1,mobile,email,12,4,45,1397.0,0,0,1
CART_00589,1396,15,5,748.25,1,0,0,desktop,paid,11,3,0,93.07,0,0,0
CART_00590,39,15,2,338.96,2,0,0,desktop,organic,22,2,0,2.6,0,0,1
CART_00591,95,12,1,176.72,3,0,0,desktop,direct,0,1,0,7.92,0,0,0
CART_00592,1371,7,2,86.26,4,0,0,mobile,organic,2,4,0,195.86,0,0,1
CART_00593,412,9,5,676.34,6,1,1,tablet,email,19,2,17,45.78,0,0,1
CART_00594,681,28,3,366.76,4,0,0,mobile,paid,16,3,0,24.32,0,1,0
CART_00595,939,18,1,166.53,3,1,0,mobile,direct,18,6,0,52.17,1,1,1
CART_00596,694,6,1,56.25,3,1,0,tablet,paid,13,6,0,115.67,0,1,1
CART_00597,1724,11,1,93.14,1,0,0,tablet,direct,2,6,0,156.73,0,1,0
CART_00598,88,30,1,175.8,3,0,0,mobile,paid,4,0,0,2.93,0,1,0
CART_00599,126,18,1,126.8,3,0,0,mobile,paid,13,1,0,7.0,0,0,0
CART_00600,1288,20,2,171.27,1,0,0,desktop,paid,14,4,0,64.4,0,0,0
CART_00601,1193,29,2,307.46,2,0,1,mobile,direct,23,4,7,41.14,0,1,1
CART_00602,752,25,2,346.71,3,0,1,mobile,organic,15,2,3,30.08,0,1,0
CART_00603,1730,27,1,54.17,3,0,1,mobile,direct,6,5,1,64.07,0,1,0
CART_00604,1438,20,3,531.05,3,0,0,mobile,direct,9,3,0,71.9,0,1,0
CART_00605,1297,15,2,258.76,2,1,1,mobile,email,10,6,3,86.47,0,0,0
CART_00606,255,18,1,74.05,2,0,1,desktop,organic,11,0,12,14.17,1,0,0
CART_00607,523,18,3,213.21,2,1,1,mobile,email,3,0,19,29.06,1,1,1
CART_00608,777,8,6,392.02,3,0,1,desktop,organic,19,3,42,97.12,0,0,0
CART_00609,786,23,1,102.87,3,0,1,desktop,organic,1,6,10,34.17,0,1,0
